"weight"	"ts"	"remark"	"taskid"	"parentId"	"date"	"QCStateLabel"	"Id"	"project"	"weightMVIndicator"	"performedby"	"Description"	"account"	"enddate"	"requestid"
"8.8"	"2010-05-24 14:37:42.0"	""	""	""	"2003-09-02 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"ipsum suspendisse"	""	""	""
"8.65"	"2010-05-24 14:37:42.0"	""	""	""	"2003-09-08 08:15:00.0"	"Completed"	"test2312318"	""	""	""	"nulla turpis"	""	""	""
"8.9"	"2010-05-24 14:37:42.0"	""	""	""	"2003-09-15 08:20:00.0"	"Completed"	"test2312318"	""	""	""	"sapien ornare"	""	""	""
"8.85"	"2010-05-24 14:37:42.0"	""	""	""	"2003-09-22 08:05:00.0"	"Completed"	"test2312318"	""	""	""	"tincidunt nisl"	""	""	""
"8.9"	"2010-05-24 14:37:42.0"	""	""	""	"2003-09-29 08:35:00.0"	"Completed"	"test2312318"	""	""	""	"etiam tempus"	""	""	""
"8.8"	"2010-05-24 14:37:42.0"	""	""	""	"2003-10-06 08:15:00.0"	"Completed"	"test2312318"	""	""	""	"adipiscing in"	""	""	""
"9.0"	"2010-05-24 14:37:42.0"	""	""	""	"2003-10-20 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"sed fermentum"	""	""	""
"8.95"	"2010-05-24 14:37:42.0"	""	""	""	"2003-11-03 08:10:00.0"	"Completed"	"test2312318"	""	""	""	"mauris magna"	""	""	""
"9.15"	"2010-05-24 14:37:42.0"	""	""	""	"2003-11-10 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"lobortis penatibus"	""	""	""
"9.15"	"2010-05-24 14:37:42.0"	""	""	""	"2003-11-17 08:15:00.0"	"Completed"	"test2312318"	""	""	""	"molestie mauris"	""	""	""
"9.35"	"2010-05-24 14:37:42.0"	""	""	""	"2003-11-25 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"tristique cursus"	""	""	""
"9.25"	"2010-05-24 14:37:42.0"	""	""	""	"2003-12-01 08:15:00.0"	"Completed"	"test2312318"	""	""	""	"platea sit aliquet"	""	""	""
"9.4"	"2010-05-24 14:37:42.0"	""	""	""	"2003-12-09 09:00:00.0"	"Completed"	"test2312318"	""	""	""	"tincidunt integer"	""	""	""
"9.4"	"2010-05-24 14:37:42.0"	""	""	""	"2003-12-11 08:30:00.0"	"Completed"	"test2312318"	""	""	""	"eu lacus nec"	""	""	""
"9.5"	"2010-05-24 14:37:42.0"	""	""	""	"2003-12-29 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"amet vel volutpat"	""	""	""
"9.6"	"2010-05-24 14:37:42.0"	""	""	""	"2004-01-06 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"eleifend neque"	""	""	""
"9.65"	"2010-05-24 14:37:42.0"	""	""	""	"2004-01-12 08:40:00.0"	"Completed"	"test2312318"	""	""	""	"sit orci justo"	""	""	""
"9.6"	"2010-05-24 14:37:42.0"	""	""	""	"2004-01-27 08:15:00.0"	"Completed"	"test2312318"	""	""	""	"ante odio dictumst"	""	""	""
"9.5"	"2010-05-24 14:37:42.0"	""	""	""	"2004-01-29 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"amet montes"	""	""	""
"9.7"	"2010-05-24 14:37:42.0"	""	""	""	"2004-02-09 08:07:00.0"	"Completed"	"test2312318"	""	""	""	"quam eu arcu"	""	""	""
"9.75"	"2010-05-24 14:37:42.0"	""	""	""	"2004-02-23 08:10:00.0"	"Completed"	"test2312318"	""	""	""	"eget sed tincidunt"	""	""	""
"9.8"	"2010-05-24 14:37:42.0"	""	""	""	"2004-03-05 08:10:00.0"	"Completed"	"test2312318"	""	""	""	"ornare augue"	""	""	""
"9.7"	"2010-05-24 14:37:42.0"	""	""	""	"2004-03-15 08:10:00.0"	"Completed"	"test2312318"	""	""	""	"volutpat pretium"	""	""	""
"9.95"	"2010-05-24 14:37:42.0"	""	""	""	"2004-03-23 10:00:00.0"	"Completed"	"test2312318"	""	""	""	"at sapien tempor"	""	""	""
"9.9"	"2010-05-24 14:37:42.0"	""	""	""	"2004-03-25 10:00:00.0"	"Completed"	"test2312318"	""	""	""	"ultrices congue"	""	""	""
"10.05"	"2010-05-24 14:37:42.0"	""	""	""	"2004-04-05 08:20:00.0"	"Completed"	"test2312318"	""	""	""	"consectetur risus"	""	""	""
"9.95"	"2010-05-24 14:37:42.0"	""	""	""	"2004-04-19 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"diam lectus vitae"	""	""	""
"10.05"	"2010-05-24 14:37:42.0"	""	""	""	"2004-04-27 09:00:00.0"	"Completed"	"test2312318"	""	""	""	"integer quis ac"	""	""	""
"9.95"	"2010-05-24 14:37:42.0"	""	""	""	"2004-05-03 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"aliquet arcu"	""	""	""
"9.85"	"2010-05-24 14:37:42.0"	""	""	""	"2004-05-11 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"imperdiet vel"	""	""	""
"9.95"	"2010-05-24 14:37:42.0"	""	""	""	"2004-05-17 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"nunc commodo"	""	""	""
"10.05"	"2010-05-24 14:37:42.0"	""	""	""	"2004-05-25 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"volutpat massa"	""	""	""
"10.0"	"2010-05-24 14:37:42.0"	""	""	""	"2004-06-01 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"faucibus enim"	""	""	""
"9.9"	"2010-05-24 14:37:42.0"	""	""	""	"2004-06-03 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"viverra laoreet"	""	""	""
"10.0"	"2010-05-24 14:37:42.0"	""	""	""	"2004-06-14 13:00:00.0"	"Completed"	"test2312318"	""	""	""	"porta egestas"	""	""	""
"10.05"	"2010-05-24 14:37:42.0"	""	""	""	"2004-06-28 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"laoreet tellus"	""	""	""
"10.1"	"2010-05-24 14:37:42.0"	""	""	""	"2004-07-12 09:00:00.0"	"Completed"	"test2312318"	""	""	""	"elit hendrerit"	""	""	""
"10.15"	"2010-05-24 14:37:42.0"	""	""	""	"2004-07-20 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"at sapien mauris"	""	""	""
"10.25"	"2010-05-24 14:37:42.0"	""	""	""	"2004-07-26 10:00:00.0"	"Completed"	"test2312318"	""	""	""	"mauris proin non"	""	""	""
"10.35"	"2010-05-24 14:37:42.0"	""	""	""	"2004-08-09 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"pharetra auctor"	""	""	""
"10.4"	"2010-05-24 14:37:42.0"	""	""	""	"2004-08-17 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"suscipit felis"	""	""	""
"10.35"	"2010-05-24 14:37:42.0"	""	""	""	"2004-08-23 09:00:00.0"	"Completed"	"test2312318"	""	""	""	"blandit accumsan"	""	""	""
"10.4"	"2010-05-24 14:37:42.0"	""	""	""	"2004-08-25 08:40:00.0"	"Completed"	"test2312318"	""	""	""	"sed tellus eget"	""	""	""
"10.3"	"2010-05-24 14:37:42.0"	""	""	""	"2004-09-03 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"curabitur nam"	""	""	""
"10.35"	"2010-05-24 14:37:42.0"	""	""	""	"2004-09-13 09:00:00.0"	"Completed"	"test2312318"	""	""	""	"lacus proin porta"	""	""	""
"10.27"	"2010-05-24 14:37:42.0"	""	""	""	"2004-09-20 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"sollicitudin augue"	""	""	""
"10.35"	"2010-05-24 14:37:42.0"	""	""	""	"2004-10-04 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"elementum imperdiet"	""	""	""
"10.3"	"2010-05-24 14:37:42.0"	""	""	""	"2004-10-20 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"purus nec at"	""	""	""
"10.25"	"2010-05-24 14:37:42.0"	""	""	""	"2004-10-29 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"adipiscing at"	""	""	""
"10.05"	"2010-05-24 14:37:42.0"	""	""	""	"2004-11-09 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"eu amet quis magna"	""	""	""
"10.0"	"2010-05-24 14:37:42.0"	""	""	""	"2004-11-15 09:00:00.0"	"Completed"	"test2312318"	""	""	""	"amet integer"	""	""	""
"9.83"	"2010-05-24 14:37:42.0"	""	""	""	"2004-11-19 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"est ultrices"	""	""	""
"9.75"	"2010-05-24 14:37:42.0"	""	""	""	"2004-12-08 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"nec gravida posuere"	""	""	""
"9.7"	"2010-05-24 14:37:42.0"	""	""	""	"2004-12-14 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"dictum pellentesque"	""	""	""
"9.6"	"2010-05-24 14:37:42.0"	""	""	""	"2004-12-20 09:00:00.0"	"Completed"	"test2312318"	""	""	""	"sit purus erat"	""	""	""
"9.55"	"2010-05-24 14:37:42.0"	""	""	""	"2004-12-27 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"scelerisque interdum"	""	""	""
"9.6"	"2010-05-24 14:37:42.0"	""	""	""	"2005-01-06 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"senectus odio"	""	""	""
"9.6"	"2010-05-24 14:37:42.0"	""	""	""	"2005-01-11 07:20:00.0"	"Completed"	"test2312318"	""	""	""	"consectetur"	""	""	""
"9.4"	"2010-05-24 14:37:42.0"	""	""	""	"2005-01-18 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"sit in eu praesent"	""	""	""
"9.55"	"2010-05-24 14:37:42.0"	""	""	""	"2005-01-27 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"nec venenatis"	""	""	""
"9.6"	"2010-05-24 14:37:42.0"	""	""	""	"2005-02-01 07:20:00.0"	"Completed"	"test2312318"	""	""	""	"laoreet tortor"	""	""	""
"9.35"	"2010-05-24 14:37:42.0"	""	""	""	"2005-02-21 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"aliquam non mollis"	""	""	""
"9.35"	"2010-05-24 14:37:42.0"	""	""	""	"2005-03-03 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"condimentum in"	""	""	""
"9.55"	"2010-05-24 14:37:42.0"	""	""	""	"2005-03-08 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"donec non amet"	""	""	""
"9.85"	"2010-05-24 14:37:42.0"	""	""	""	"2005-04-04 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"suspendisse amet"	""	""	""
"9.8"	"2010-05-24 14:37:42.0"	""	""	""	"2005-04-13 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"pellentesque"	""	""	""
"9.7"	"2010-05-24 14:37:42.0"	""	""	""	"2005-04-19 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"in imperdiet"	""	""	""
"9.95"	"2010-05-24 14:37:42.0"	""	""	""	"2005-05-04 07:20:00.0"	"Completed"	"test2312318"	""	""	""	"faucibus vel"	""	""	""
"10.1"	"2010-05-24 14:37:42.0"	""	""	""	"2005-05-25 07:25:00.0"	"Completed"	"test2312318"	""	""	""	"ligula  consequat"	""	""	""
"10.1"	"2010-05-24 14:37:42.0"	""	""	""	"2005-06-07 07:48:00.0"	"Completed"	"test2312318"	""	""	""	"ac laoreet lorem"	""	""	""
"10.06"	"2010-05-24 14:37:42.0"	""	""	""	"2005-06-23 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"ultricies curabitur"	""	""	""
"9.95"	"2010-05-24 14:37:42.0"	""	""	""	"2005-07-22 09:15:00.0"	"Completed"	"test2312318"	""	""	""	"eget facilisis"	""	""	""
"9.95"	"2010-05-24 14:37:42.0"	""	""	""	"2005-08-15 07:35:00.0"	"Completed"	"test2312318"	""	""	""	"auctor sit nunc"	""	""	""
"9.6"	"2010-05-24 14:37:42.0"	""	""	""	"2005-09-01 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"sapien at dui"	""	""	""
"9.55"	"2010-05-24 14:37:42.0"	""	""	""	"2005-09-06 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"ac lectus ligula"	""	""	""
"9.55"	"2010-05-24 14:37:42.0"	""	""	""	"2005-09-13 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"erat porttitor"	""	""	""
"9.4"	"2010-05-24 14:37:42.0"	""	""	""	"2005-09-20 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"posuere eu eget"	""	""	""
"9.05"	"2010-05-24 14:37:42.0"	""	""	""	"2005-10-21 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"nullam morbi"	""	""	""
"9.25"	"2010-05-24 14:37:42.0"	""	""	""	"2005-10-27 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"curabitur facilisis"	""	""	""
"9.0"	"2010-05-24 14:37:42.0"	""	""	""	"2005-11-03 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"sed sodales"	""	""	""
"8.8"	"2010-05-24 14:37:42.0"	""	""	""	"2005-11-10 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"turpis neque"	""	""	""
"9.13"	"2010-05-24 14:37:42.0"	""	""	""	"2005-11-29 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"vestibulum felis"	""	""	""
"9.2"	"2010-05-24 14:37:42.0"	""	""	""	"2005-12-06 07:35:00.0"	"Completed"	"test2312318"	""	""	""	"leo congue id"	""	""	""
"9.2"	"2010-05-24 14:37:42.0"	""	""	""	"2005-12-21 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"torquent et"	""	""	""
"9.03"	"2010-05-24 14:37:42.0"	""	""	""	"2005-12-22 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"felis id posuere"	""	""	""
"9.2"	"2010-05-24 14:37:42.0"	""	""	""	"2006-01-04 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"posuere bibendum"	""	""	""
"9.25"	"2010-05-24 14:37:42.0"	""	""	""	"2006-01-09 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"aliquet blandit"	""	""	""
"9.14"	"2010-05-24 14:37:42.0"	""	""	""	"2006-01-12 08:30:00.0"	"Completed"	"test2312318"	""	""	""	"id conubia ridiculus"	""	""	""
"9.15"	"2010-05-24 14:37:42.0"	""	""	""	"2006-01-18 07:20:00.0"	"Completed"	"test2312318"	""	""	""	"et lectus dolor"	""	""	""
"9.05"	"2010-05-24 14:37:42.0"	""	""	""	"2006-01-23 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"sociosqu viverra"	""	""	""
"9.05"	"2010-05-24 14:37:42.0"	""	""	""	"2006-02-02 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"scelerisque eleifend"	""	""	""
"9.15"	"2010-05-24 14:37:42.0"	""	""	""	"2006-02-06 08:05:00.0"	"Completed"	"test2312318"	""	""	""	"amet eu vitae"	""	""	""
"9.1"	"2010-05-24 14:37:42.0"	""	""	""	"2006-02-14 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"id rhoncus luctus"	""	""	""
"8.95"	"2010-05-24 14:37:42.0"	""	""	""	"2006-03-16 07:20:00.0"	"Completed"	"test2312318"	""	""	""	"convallis pharetra"	""	""	""
"9.03"	"2010-05-24 14:37:42.0"	""	""	""	"2006-03-17 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"ipsum auctor"	""	""	""
"8.97"	"2010-05-24 14:37:42.0"	""	""	""	"2006-03-21 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"pretium quam"	""	""	""
"8.95"	"2010-05-24 14:37:42.0"	""	""	""	"2006-03-24 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"sociis quisque"	""	""	""
"9.0"	"2010-05-24 14:37:42.0"	""	""	""	"2006-03-27 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"lorem malesuada"	""	""	""
"9.0"	"2010-05-24 14:37:42.0"	""	""	""	"2006-03-30 07:25:00.0"	"Completed"	"test2312318"	""	""	""	"bibendum arcu"	""	""	""
"8.85"	"2010-05-24 14:37:42.0"	""	""	""	"2006-04-13 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"amet vestibulum"	""	""	""
"8.6"	"2010-05-24 14:37:42.0"	""	""	""	"2006-05-03 08:10:00.0"	"Completed"	"test2312318"	""	""	""	"egestas nam"	""	""	""
"8.7"	"2010-05-24 14:37:42.0"	""	""	""	"2006-05-04 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"et aenean ornare"	""	""	""
"8.5"	"2010-05-24 14:37:42.0"	""	""	""	"2006-05-17 09:00:00.0"	"Completed"	"test2312318"	""	""	""	"vel varius velit"	""	""	""
"8.45"	"2010-05-24 14:37:42.0"	""	""	""	"2006-05-18 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"molestie viverra"	""	""	""
"8.45"	"2010-05-24 14:37:42.0"	""	""	""	"2006-05-25 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"eget mi justo"	""	""	""
"8.5"	"2010-05-24 14:37:42.0"	""	""	""	"2006-05-30 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"lacinia lorem"	""	""	""
"8.3"	"2010-05-24 14:37:42.0"	""	""	""	"2006-06-05 08:15:00.0"	"Completed"	"test2312318"	""	""	""	"nisl sollicitudin"	""	""	""
"8.05"	"2010-05-24 14:37:42.0"	""	""	""	"2006-07-05 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"at faucibus sodales"	""	""	""
"8.4"	"2010-05-24 14:37:42.0"	""	""	""	"2006-07-19 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"amet ullamcorper"	""	""	""
"8.4"	"2010-05-24 14:37:42.0"	""	""	""	"2006-07-25 07:40:00.0"	"Completed"	"test2312318"	""	""	""	"felis lobortis"	""	""	""
"8.4"	"2010-05-24 14:37:42.0"	""	""	""	"2006-07-28 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"nam vel cras"	""	""	""
"8.45"	"2010-05-24 14:37:42.0"	""	""	""	"2006-08-14 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"non fames nec"	""	""	""
"8.75"	"2010-05-24 14:37:42.0"	""	""	""	"2006-08-21 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"molestie sed"	""	""	""
"8.55"	"2010-05-24 14:37:42.0"	""	""	""	"2006-08-22 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"auctor vitae"	""	""	""
"8.85"	"2010-05-24 14:37:42.0"	""	""	""	"2006-08-28 08:05:00.0"	"Completed"	"test2312318"	""	""	""	"gravida potenti"	""	""	""
"8.85"	"2010-05-24 14:37:42.0"	""	""	""	"2006-08-29 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"mollis nulla"	""	""	""
"8.85"	"2010-05-24 14:37:42.0"	""	""	""	"2006-09-07 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"turpis sem metus"	""	""	""
"8.75"	"2010-05-24 14:37:42.0"	""	""	""	"2006-09-11 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"nulla quis eget"	""	""	""
"8.8"	"2010-05-24 14:37:42.0"	""	""	""	"2006-09-18 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"ultrices sed"	""	""	""
"8.55"	"2010-05-24 14:37:42.0"	""	""	""	"2006-09-21 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"vel lacinia nisl"	""	""	""
"8.7"	"2010-05-24 14:37:42.0"	""	""	""	"2006-09-25 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"magna parturient"	""	""	""
"8.75"	"2010-05-24 14:37:42.0"	""	""	""	"2006-10-02 07:34:00.0"	"Completed"	"test2312318"	""	""	""	"pulvinar quam"	""	""	""
"8.9"	"2010-05-24 14:37:42.0"	""	""	""	"2006-10-09 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"sed eget mollis"	""	""	""
"8.8"	"2010-05-24 14:37:42.0"	""	""	""	"2006-10-17 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"lorem suspendisse"	""	""	""
"8.85"	"2010-05-24 14:37:42.0"	""	""	""	"2006-10-24 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"integer quis"	""	""	""
"8.7"	"2010-05-24 14:37:42.0"	""	""	""	"2006-11-02 08:15:00.0"	"Completed"	"test2312318"	""	""	""	"odio ante sed"	""	""	""
"8.75"	"2010-05-24 14:37:42.0"	""	""	""	"2006-11-27 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"pellentesque"	""	""	""
"8.95"	"2010-05-24 14:37:42.0"	""	""	""	"2006-12-12 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"ornare ut ipsum"	""	""	""
"8.9"	"2010-05-24 14:37:42.0"	""	""	""	"2006-12-18 07:20:00.0"	"Completed"	"test2312318"	""	""	""	" urna odio consequat"	""	""	""
"8.9"	"2010-05-24 14:37:42.0"	""	""	""	"2007-01-12 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"donec eget mauris"	""	""	""
"9.0"	"2010-05-24 14:37:42.0"	""	""	""	"2007-01-25 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"magna nunc"	""	""	""
"9.15"	"2010-05-24 14:37:42.0"	""	""	""	"2007-02-05 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"aenean faucibus"	""	""	""
"9.1"	"2010-05-24 14:37:42.0"	""	""	""	"2007-02-27 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"mi velit sed"	""	""	""
"9.0"	"2010-05-24 14:37:42.0"	""	""	""	"2007-03-05 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"elit et metus"	""	""	""
"9.0"	"2010-05-24 14:37:42.0"	""	""	""	"2007-03-12 07:20:00.0"	"Completed"	"test2312318"	""	""	""	"ipsum etiam"	""	""	""
"8.85"	"2010-05-24 14:37:42.0"	""	""	""	"2007-03-15 08:30:00.0"	"Completed"	"test2312318"	""	""	""	"nulla lobortis"	""	""	""
"9.4"	"2010-05-24 14:37:42.0"	""	""	""	"2007-03-29 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"neque in a ut"	""	""	""
"9.5"	"2010-05-24 14:37:42.0"	""	""	""	"2007-04-09 07:25:00.0"	"Completed"	"test2312318"	""	""	""	"leo velit purus"	""	""	""
"9.35"	"2010-05-24 14:37:42.0"	""	""	""	"2007-04-20 08:15:00.0"	"Completed"	"test2312318"	""	""	""	"condimentum orci"	""	""	""
"9.45"	"2010-05-24 14:37:42.0"	""	""	""	"2007-05-01 07:50:00.0"	"Completed"	"test2312318"	""	""	""	"convallis est"	""	""	""
"9.65"	"2010-05-24 14:37:42.0"	""	""	""	"2007-05-24 07:45:00.0"	"Completed"	"test2312318"	""	""	""	"non tristique"	""	""	""
"9.65"	"2010-05-24 14:37:42.0"	""	""	""	"2007-05-29 07:40:00.0"	"Completed"	"test2312318"	""	""	""	"leo sagittis"	""	""	""
"9.7"	"2010-05-24 14:37:42.0"	""	""	""	"2007-06-07 08:30:00.0"	"Completed"	"test2312318"	""	""	""	"ipsum lacinia"	""	""	""
"9.85"	"2010-05-24 14:37:42.0"	""	""	""	"2007-06-18 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"pharetra adipiscing"	""	""	""
"9.75"	"2010-05-24 14:37:42.0"	""	""	""	"2007-07-02 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"at lobortis dui"	""	""	""
"9.8"	"2010-05-24 14:37:42.0"	""	""	""	"2007-07-09 07:40:00.0"	"Completed"	"test2312318"	""	""	""	"neque id euismod"	""	""	""
"9.8"	"2010-05-24 14:37:42.0"	""	""	""	"2007-07-18 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"donec placerat"	""	""	""
"9.8"	"2010-05-24 14:37:42.0"	""	""	""	"2007-07-30 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"fringilla quis"	""	""	""
"9.7"	"2010-05-24 14:37:42.0"	""	""	""	"2007-08-08 07:50:00.0"	"Completed"	"test2312318"	""	""	""	"nunc faucibus"	""	""	""
"9.6"	"2010-05-24 14:37:42.0"	""	""	""	"2007-08-23 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"eget et condimentum"	""	""	""
"9.55"	"2010-05-24 14:37:42.0"	""	""	""	"2007-08-30 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"ut consectetur"	""	""	""
"9.65"	"2010-05-24 14:37:42.0"	""	""	""	"2007-09-20 07:40:00.0"	"Completed"	"test2312318"	""	""	""	"risus auctor"	""	""	""
"9.5"	"2010-05-24 14:37:42.0"	""	""	""	"2007-10-05 08:10:00.0"	"Completed"	"test2312318"	""	""	""	"pretium ullamcorper"	""	""	""
"9.4"	"2010-05-24 14:37:42.0"	""	""	""	"2007-10-08 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"feugiat lacus"	""	""	""
"9.4"	"2010-05-24 14:37:42.0"	""	""	""	"2007-10-18 07:50:00.0"	"Completed"	"test2312318"	""	""	""	"suscipit sed"	""	""	""
"9.45"	"2010-05-24 14:37:42.0"	""	""	""	"2007-11-08 07:40:00.0"	"Completed"	"test2312318"	""	""	""	"quis vulputate"	""	""	""
"9.45"	"2010-05-24 14:37:42.0"	""	""	""	"2007-11-19 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"lobortis suspendisse"	""	""	""
"9.6"	"2010-05-24 14:37:42.0"	""	""	""	"2007-11-27 07:35:00.0"	"Completed"	"test2312318"	""	""	""	"sed laoreet"	""	""	""
"9.5"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-04 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"elementum iaculis"	""	""	""
"9.45"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-06 07:40:00.0"	"Completed"	"test2312318"	""	""	""	"vitae ultricies"	""	""	""
"9.47"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-20 07:45:00.0"	"Completed"	"test2312318"	""	""	""	"porttitor condimentum"	""	""	""
"9.7"	"2010-05-24 14:37:42.0"	""	""	""	"2008-01-14 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"gravida amet"	""	""	""
"9.65"	"2010-05-24 14:37:42.0"	""	""	""	"2008-01-25 07:40:00.0"	"Completed"	"test2312318"	""	""	""	"turpis  fusce"	""	""	""
"9.65"	"2010-05-24 14:37:42.0"	""	""	""	"2008-01-31 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"enim varius at"	""	""	""
"9.65"	"2010-05-24 14:37:42.0"	""	""	""	"2008-02-07 08:30:00.0"	"Completed"	"test2312318"	""	""	""	"convallis varius"	""	""	""
"9.75"	"2010-05-24 14:37:42.0"	""	""	""	"2008-02-21 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"libero pellentesque"	""	""	""
"9.9"	"2010-05-24 14:37:42.0"	""	""	""	"2008-03-03 07:45:00.0"	"Completed"	"test2312318"	""	""	""	"in rutrum a"	""	""	""
"9.75"	"2010-05-24 14:37:42.0"	""	""	""	"2008-03-04 07:50:00.0"	"Completed"	"test2312318"	""	""	""	"arcu sagittis"	""	""	""
"9.65"	"2010-05-24 14:37:42.0"	""	""	""	"2008-03-10 08:15:00.0"	"Completed"	"test2312318"	""	""	""	"egestas metus"	""	""	""
"9.55"	"2010-05-24 14:37:42.0"	""	""	""	"2008-03-12 08:00:00.0"	"Completed"	"test2312318"	""	""	""	"eu ut in imperdiet"	""	""	""
"9.35"	"2010-05-24 14:37:42.0"	""	""	""	"2008-04-03 07:30:00.0"	"Completed"	"test2312318"	""	""	""	"sapien amet nulla"	""	""	""
"9.5"	"2010-05-24 14:37:42.0"	""	""	""	"2008-04-10 00:00:00.0"	"Completed"	"test2312318"	""	""	""	"eget ullamcorper"	""	""	""
