"ts"	"remark"	"taskid"	"userid"	"parentId"	"date"	"QCStateLabel"	"Id"	"performedby"	"Description"	"so"	"a"	"project"	"category"	"p"	"account"	"enddate"	"requestid"
""	""	"c4b61ca1-bae8-102e-89c9-f528764db637"	""	""	"2011-09-06 14:20:00.0"	"Completed"	"test8976544"	"mrosga"	"duis sit ac enim laoreet sem orci massa euismod in ut magna vitae porta mi leo placerat augue scelerisque velit sit accumsan sed eleifend sed id ornare cursus quam quis fusce vitae id tempus vel nulla mi tellus consectetur dui lorem sit ridiculus libero maecenas vehicula euismod mauris auctor quis congue sollicitudin quis aenean non ipsum id vestibulum mattis morbi mauris luctus nec malesuada lacinia urna lobortis scelerisque ut luctus fusce cras semper tortor tempor fusce erat leo id volutpat bibendum egestas cursus condimentum urna porttitor luctus feugiat malesuada proin urna ipsum commodo donec augue rutrum nam id cum arcu venenatis luctus ac sed interdum aptent eu eu semper magna risus mus nunc imperdiet diam nunc mi vitae ac ornare eu sit interdum aliquam porta faucibus"	"Baby born to rh1978.  "	"Pen observed at two different times during day.  20 minutes in the morning and 65 minutes in the afternoon.  Mom and baby doing well. Baby observed nursing. Other animals mostly keeping to opposite side of them.  r07005 spends the most time with rh1978, however, rh1978 does threaten her if she moves within close proximity. Observed r10087 attempt to approach rh1978 and vocalize with her.  Observed r08021 mounting r07004 several times.  Both 08 males were observed grooming r07004.  All animals observed eating both chow and enrichment.  r08014 was removed for veterinary assessment and was returned without need for trauma repair. No aggression beyond threats from rh1978 were observed.
"	""	""	"Continue to monitor and discuss with veterinary staff."	""	""	""
""	""	"e97efced-bf92-102e-a7c4-48cf881ba38a"	""	""	"2011-09-09 14:30:00.0"	"Completed"	"test8976544"	"mrosga"	"risus fames a curabitur justo montes leo rutrum etiam non etiam nunc sed scelerisque nam justo nulla ut vulputate malesuada donec magnis lobortis nec sodales dignissim sollicitudin pretium quisque est sit est a id taciti diam mauris nec nunc pellentesque auctor eros pellentesque quis ut in pretium malesuada mauris posuere molestie libero litora et aliquet at consectetur odio dui suscipit congue mauris nec dolor tellus sem scelerisque felis in tristique lectus nec lorem nec id et  erat adipiscing rutrum faucibus nullam et dolor nibh in morbi massa nunc sem eu luctus luctus et facilisis nec suspendisse  mauris nulla ac donec tellus sodales"	"Pen observed each afternoon. Not much interest by any of the animals in the new baby. 07 females will sit on the same shelf with rh1978 and r11063 for brief periods of time. 08 males observed sitting in proximity as well. Grooming behaviors observed between 07's and rh1978, and between 08's and 07's.  r08021 has been observed mounting both r07004 and r07005.  r07005 follows r08021 regularly. rh1978 was coming down to take treats by the end of the week. Wounds on r08014 are healing, and no new wounds have occurred.  No aggression observed."	""	""	""	"Continue to monitor.  Plan next week to weigh animals and vet staff will process infant."	""	""	""
""	""	"8dfe6ed0-c1fe-102e-8bf4-48cf881b7eb6"	""	""	"2011-09-15 15:05:00.0"	"Completed"	"test8976544"	"mrosga"	"imperdiet elementum sit semper tempus felis adipiscing vivamus at mauris eu eget nec mauris eu porta in tristique massa leo sollicitudin hendrerit id eleifend arcu nisi praesent fusce lorem hendrerit tortor odio fermentum duis nulla porta magna id purus laoreet dictum sagittis justo nisl duis magna eleifend in luctus ac a tincidunt in vel lobortis et ac dignissim sodales sapien quis nostra amet blandit luctus eros platea gravida eget sit imperdiet ut sociis maecenas convallis metus auctor leo semper purus posuere ipsum"	"Pen observed Monday through Thursday."	"All animals doing well with new baby present. No over aggression from rh1978 if other animals approach. 07 females approach her often, along with 08 males and r10087.  r08014's wounds are healing nicely, although on Wednesday the wound on the R elbow had been opened up a bit and he did have a few new minor wounds on his tail. Pen was weighed this week, and baby was processed.  Animals were all easily removed and returned to pen without incident. "	""	""	"Continue to monitor."	""	""	""
"2011-06-07 11:54:41.0"	"suspendisse"	""	""	""	"2011-06-06 11:15:00.0"	"Completed"	"test3844307"	""	"risus quis tristique suspendisse vitae lacus amet ante porttitor pharetra integer nulla nullam dictumst malesuada accumsan lectus viverra quis potenti ut odio nunc"	"Animal and cage mates placed into pen with r98012, r08014, r08021, r10021, r10032 and r10050. Additional animals will be added when pen appears stable.  MR"	""	"803932"	""	""	""	""	""
"2011-06-07 12:03:07.0"	"elementum"	""	""	""	"2011-06-06 11:20:00.0"	"Completed"	"test3844307"	""	"scelerisque tincidunt at ac eget et integer mattis fusce risus condimentum sem in dignissim nec per sit duis cubilia parturient in justo a turpis iaculis porttitor  magna urna at duis phasellus tincidunt sit nunc aenean massa curabitur maecenas non turpis metus at dolor feugiat sit suscipit amet neque nisi adipiscing augue venenatis libero orci orci at eros odio posuere pretium et urna dignissim tempus pulvinar pharetra nulla purus curabitur diam quis nisl pulvinar tellus quis dui aenean sapien a elit vel mi in enim libero sed a ut eu rhoncus nunc auctor eleifend iaculis justo ultricies neque hendrerit augue molestie nullam massa feugiat erat eu tempus fusce sollicitudin nam sollicitudin facilisis non curabitur consequat justo aliquam morbi facilisis vestibulum ac vitae ullamcorper duis eget nibh sollicitudin tortor et dapibus lobortis velit a auctor vel in eleifend nunc ante quam nibh porta purus porttitor suspendisse lacus lacus per et varius diam quam ut ullamcorper cum euismod dignissim amet ut felis orci erat litora et orci luctus diam vitae tellus sed metus sit mollis tortor hendrerit lectus dignissim a non vel vestibulum ullamcorper"	"2010 animals introduced to pen around 11am.  Animals put into pen 5.  Existing 3 animals had access to the tunnel to be able to see the new animals.  R98012 spent much time at the tunnel door to pen 5.  R10021, r10032 and r10050 exploring pen and sitting directly across from r98012. R10081, r10082 and r10087 huddling.  R10021 presented to 08’s.  08’s touching 10’s through mesh.  Tunnel doors opened at 1135.  Babies ran screaming and huddling, but no aggression from older animals.  R98012 wandered around, often stopping near where the 10’s were sitting, just observing.  He would become concerned if he couldn’t find them, appearing protective.  At one point, the 08’s were threatening the 10’s and r98012 chased the 08’s away.  R10050 began wandering around alone, and would move nearer and nearer r98012.  R10021 and r10032 also moving around independently.  R10087 would start to walk away from 81 and 82, however would return quickly to huddle with them.  R10021 beginning to spend more time with 08’s.  r98012 randomly lunged once in the direction of the babies, however never behaved aggressively toward them.  MR"	""	"803932"	""	""	""	""	""
""	""	"c37bfd3d-a409-102e-877d-f528764d9dfa"	""	""	"2011-08-08 10:00:00.0"	"Completed"	"test3844307"	"mrosga"	"nec nibh faucibus orci purus maecenas et et ac a id vestibulum felis sed sed dolor augue id bibendum montes tincidunt id lectus sit at a adipiscing in massa quisque condimentum vestibulum leo rutrum fringilla elit ante eu nec et sem nibh semper facilisi urna nullam id pellentesque semper consectetur"	"Animal/pen observed for 40 minutes by behavioral staff.  Animal observed playing with r10081 and r10082.  Often observed following r07004, sitting with her, and grooming her.  Slight mounting behavior observed as well while near r07004. No abnormal behaviors observed."	""	""	""	"Continue to monitor."	""	""	""
""	""	"4cf94c74-a96d-102e-9be8-f528764dd5dc"	""	""	"2011-08-12 12:00:00.0"	"Completed"	"test3844307"	"mrosga"	"metus curabitur in vehicula vivamus dolor vestibulum varius pulvinar integer et et lacinia lectus tristique eu montes volutpat senectus duis id varius suspendisse quisque purus non pharetra nec bibendum ornare posuere ultricies enim vitae non at ut elit nisi in metus blandit in donec et at malesuada at non tempor euismod eu non sociis duis interdum donec proin a dolor tempor vivamus risus pharetra et risus praesent dignissim at pretium"	"Pen observed daily from 8/8-8/12 for periods of 15-30 minutes. r10021 had been removed on 8/5.  Dynamics appear to have stayed the same, rh1978, r07004 and r07005 are the higher ranking animals in the group.  Injuries appear to have slowed in relation to how frequently they were occurring before the removal of r10021. Have not set up camera to get after hours footage as there appears to be more stability. Continue to monitor."	""	""	""	""	""	""	""
""	""	"cb8c5a5f-a97a-102e-9be8-f528764dd5dc"	""	""	"2011-08-15 10:45:00.0"	"Completed"	"test3844307"	"mrosga"	"purus amet nulla sed posuere sagittis urna in sit luctus hendrerit a adipiscing odio massa elit nec fringilla mollis mattis lacus elit commodo lacinia justo adipiscing fusce eget cursus velit condimentum condimentum leo eu quis eros gravida malesuada vivamus et faucibus sollicitudin cursus nam turpis sed a ut pretium cursus tempor lobortis ut proin eu tempor imperdiet adipiscing elementum tempor sed dictumst ut"	"Pen observed by behavioral staff for 20 minutes.  r08014 and r08021 were taken out by vet staff for wound assessment.  Upon return, both males were sitting and grooming each other in close proximity with rh1978, r07004 and r07005.  2010 animals were all playing in proximity and no aggression was observed.  Animals are hesitant to take treats when rh1978, r07004 and r07005 are present.  Continue to monitor."	""	""	""	""	""	""	""
""	""	"425d5dc9-aa4c-102e-b651-f528764dd3a5"	""	""	"2011-08-15 15:45:00.0"	"Completed"	"test3844307"	"sullivan"	"id integer porta mus dignissim consectetur sociis nunc condimentum volutpat leo ut lacus gravida et auctor venenatis tincidunt sed sapien phasellus mauris mattis ac ante convallis eget est libero mollis"	"Placed video camera outside pen in attempt to capture any aggressive behaviors.  "	""	""	""	"Review footage in order to evaluate dynamics of pen interactions.  Record additional days if warranted.  JS"	""	""	""
""	""	"bd6327b6-aafd-102e-82cc-f528764d4520"	""	""	"2011-08-16 15:00:00.0"	"Completed"	"test3844307"	"mrosga"	"nullam mi quam enim sed vitae nulla velit pellentesque cras velit non et urna rutrum adipiscing penatibus laoreet urna velit id aliquet proin ultricies gravida sed augue ultricies amet vestibulum ultricies et sed lacus ac blandit malesuada tempus magna nullam feugiat fringilla in euismod fermentum consequat aliquet nisl cursus in magna consectetur sed eget in et semper  pharetra mauris ultrices sapien tincidunt vulputate enim venenatis scelerisque at  donec vestibulum sed sed diam suscipit volutpat ac tincidunt placerat est lacus amet ante interdum accumsan ante vehicula bibendum eu quam nisi elit pellentesque mauris pretium venenatis faucibus pellentesque tellus odio ac praesent nulla lacinia porta ligula at accumsan eros nisi lorem mauris elit justo non leo sed nulla condimentum vestibulum ac placerat erat curae; ac amet ut montes lobortis   ligula justo nec sagittis elit purus congue parturient enim auctor lacus tincidunt dolor lacus fusce facilisis dolor ac libero diam cum donec odio sed sagittis"	"Camera was placed in front of pen to record after hours interactions."	"Over 4 hours of footage was observed.  While the lights were on, animals were all seen interacting with each other. A definitive hierarchy was present, however no aggression was observed. Older animals were observed several times in proximity of each other while grooming and observing younger animals at play. At around 1825, the lights went out for the evening.  This made it almost impossible to see within the pen, unless an animal was at the cage front.  After the lights went out, a significant amount of vocalizations started. Some chasing was observed. Around 1905, chasing followed by a younger animal screaming could be seen/heard. A brief quiet period between 1915-1930 occurred, however from that point until the recording ended at 2010, there were intermittent periods of vocalizing and chasing."	""	""	"Select another afternoon to set up camera for observations.  Look into obtaining infrared camera for after dark use."	""	""	""
""	""	"b4c4a73f-b093-102e-8fcd-f528764d9ad7"	""	""	"2011-08-17 03:15:00.0"	"Completed"	"test3844307"	"mrosga"	"est turpis viverra senectus urna aliquam volutpat amet velit sed aenean"	"Video camera placed in pen to obtain after hours observation."	""	""	""	""	""	""	""
""	""	"4117f57d-af24-102e-8fcd-f528764d9ad7"	""	""	"2011-08-22 14:30:00.0"	"Completed"	"test3844307"	"mrosga"	"justo eleifend vulputate euismod pellentesque hendrerit a condimentum quisque nunc malesuada ut vestibulum dui congue morbi ut eros amet vivamus venenatis semper magna aliquet ut ligula enim vulputate sit rutrum sit euismod vitae lacus metus phasellus in egestas commodo quis eget sit dolor risus tincidunt nunc justo mauris vestibulum ultrices leo inceptos ornare est mollis accumsan at nulla semper ultrices hendrerit consectetur mauris phasellus vivamus et urna in odio ac augue faucibus pulvinar amet pharetra sed magna commodo est nec pellentesque nulla consequat sed quis euismod orci semper malesuada aliquam vestibulum et vitae aliquam neque gravida nunc interdum ligula tellus sed urna nec faucibus libero sapien sollicitudin nulla at auctor massa vel laoreet torquent vel ligula condimentum tellus suscipit turpis arcu tellus pharetra tempor quisque eu tincidunt et molestie"	"Pen observed for 25 minutes. "	"Animals partitioned to pen 6 due to drain back up in pen 5. Large foraging ice blocks present in pen at time of observation.  All animals on floor with ice block except for rh1978, r07004 and r07005.  rh1978 and r07005 grooming with r07004 in proximity.  Care staff mentioned some unrest due to food aggression and being isolated to one side of pen. All appeared calm and quiet.  08 males did retreat to upper green tube when r07004 went to floor to forage.  r10032 and r10050 also moved toward the top of the front cage mesh. Common to see these animals move away from older females. Observed r07004 sit in proximity with r08021 while foraging and he did not move away.  r10087 observed taking food out of the hand of r07004. Wounds that were present on 08 males are all healing.  No apparent new wounds over weekend."	""	""	"Continue to monitor."	""	""	""
""	""	"b4c4a709-b093-102e-8fcd-f528764d9ad7"	""	""	"2011-08-22 15:00:00.0"	"Completed"	"test3844307"	"mrosga"	"dapibus proin adipiscing sed pharetra porta aptent pellentesque maecenas suscipit justo sit sed tellus erat non sem ante dapibus a ornare orci venenatis commodo lectus risus ipsum ornare libero faucibus neque tincidunt ullamcorper scelerisque ultrices cursus varius sit sodales dictum tincidunt at iaculis fames velit enim curae; semper dui cum tincidunt ut et eu auctor tellus aliquet dictum nulla id massa eu amet tempor quis non vulputate scelerisque arcu justo porttitor dolor sapien ridiculus eget dui id volutpat a ante euismod etiam enim nec tempor vehicula velit lorem blandit congue libero torquent tempor orci purus nunc in ut sem suscipit felis sed luctus sollicitudin sodales etiam laoreet ornare sit eget condimentum et pellentesque arcu praesent vel in sagittis odio natoque orci consequat lobortis"	"Finished looking at video footage of pen from 17Aug2011."	"Same behaviors observed as in previous assessments.  Older male and female animals seen in proximity on back upper rack. Younger animals observed playing.  All animals observed moving away from older females when they would get up and move, but females were not moving or behaving aggressively. All older females observed interacting with r10081, r10082 and r10087.  08 males mainly in proximity with r10032 and r10050. Observed one instance of 08 males presenting and vocalizing toward rh1978 with 07 females sitting directly below them on back rack. Dynamics that are observed on a regular basis are within a normal range of what is acceptable for a group.  No aggression is being observed."	""	""	"Continue to monitor and discuss with vet staff."	""	""	""
""	""	"475f8a4d-b0a1-102e-8fcd-f528764d9ad7"	""	""	"2011-08-24 09:15:00.0"	"Completed"	"test3844307"	"mrosga"	"posuere tellus vitae neque rhoncus euismod turpis odio donec augue vestibulum eu massa ullamcorper euismod rutrum iaculis et aenean nam vel vel eu a augue sed diam sem aptent viverra parturient facilisi porta aenean ipsum scelerisque pellentesque dui quisque tristique elit placerat tortor neque vitae vel mattis vivamus massa eu pellentesque commodo ac nec nunc gravida volutpat consequat lacus ante diam praesent nec egestas fusce massa porttitor faucibus sem urna vivamus vestibulum sed massa iaculis orci per amet ac laoreet condimentum iaculis accumsan nec facilisis  vitae eget libero sollicitudin vehicula nec at ultricies eu ut fames sed eu purus mi vel metus vulputate tincidunt suspendisse est aliquet inceptos sed porta donec maecenas ullamcorper vulputate etiam malesuada non lobortis mi amet nam nulla pharetra pulvinar non ridiculus magna amet orci eget lacus"	"Pen observed for 20 minutes."	"Both 08 males had been removed and returned for vet assessment. Animals were secluded to one side for wash down. TV was being played. r08014 has an old R elbow wound that appears to have been opened more. No other apparent new wounds visible.  r07004 sitting with r10032 and r10050 on top of upper green tube. 08 males grooming each other on back upper shelf in proximity of r07005 and rh1978. Mutual grooming was occurring between r07004 and r10032. r07005 moved near 08 males and groomed r08014. This was tolerated for about one minute and then the males walked away. All animals took treats.  Animals did not rapidly retreat when older females came forward to take treats. No aggression observed and no behaviors outside of what is considered normal or acceptable were observed."	""	""	"Continue to monitor and discuss with vet staff."	""	""	""
""	""	"11e786a3-b173-102e-8fcd-f528764d9ad7"	""	""	"2011-08-25 11:20:00.0"	"Completed"	"test3844307"	"mrosga"	"congue suscipit mauris odio suspendisse pellentesque sed neque dolor gravida morbi eleifend vehicula"	"Standing water observed in both pens 5 and 6."	""	""	""	"Animals will be moved from pen 5 to pen 7."	""	""	""
""	""	"11e7a602-b173-102e-8fcd-f528764d9ad7"	""	""	"2011-08-25 13:35:00.0"	"Completed"	"test3844307"	"mrosga"	"a purus ac pretium enim euismod non nulla augue congue est posuere massa malesuada tincidunt dapibus rutrum porta tincidunt enim risus hendrerit vel sed odio curabitur cras natoque accumsan vel purus tortor amet venenatis dictum non libero purus facilisis nec metus lorem ipsum libero habitasse libero at fusce vestibulum integer felis sodales natoque blandit ante condimentum faucibus adipiscing nisl justo purus rhoncus odio gravida eu pulvinar commodo ut nulla facilisis est velit est vel sapien mi iaculis curae; proin inceptos praesent vel iaculis ac ullamcorper convallis  posuere placerat nunc congue enim sed ac integer eu suscipit auctor dolor id porttitor aliquam ligula iaculis eu blandit nisl cursus vestibulum at malesuada pellentesque sit elit pulvinar eleifend mi"	"Animals observed before and after being relocated to new pen due to standing water in pens 5 and 6."	"No new visible wounds. Before move occurred, 08 males seen mounting each other several times. r07004 presented to r08021. rh1978 sat by r08021 on tire swing and he did not move away. Similar behaviors as previously observed. Animals moved at 1125. After move, r10032 appeared nervous and was screaming. All other animals were exploring both sides of pen, and all were taking treats. Novel cage furniture was being avoided at this time. Behavior staff returned to pen at 1335. 2010 animals were playing a lot with novel cage furniture. 08 males were observed playing with 2010's. No aggression observed."	""	""	"Continue to monitor and discuss any concerns with vet staff."	""	""	""
""	""	"3c960b83-b239-102e-8fcd-f528764d9ad7"	""	""	"2011-08-25 15:00:00.0"	"Completed"	"test3844307"	"mrosga"	"nec in blandit vivamus quam felis neque urna lorem ut congue condimentum"	"Camera placed in front of pen for after hours observation."	""	""	""	""	""	""	""
""	""	"c4b61ca1-bae8-102e-89c9-f528764db637"	""	""	"2011-09-06 14:20:00.0"	"Completed"	"test3844307"	"mrosga"	"gravida a fringilla vivamus fringilla orci nec facilisi porttitor non mus a mattis ligula quisque at convallis eu nisl malesuada  laoreet sed convallis sed sit et tincidunt auctor tortor nullam curabitur nibh praesent sed quis aenean magna enim eu consectetur tellus bibendum nibh erat vitae ut et vulputate suspendisse ut  ornare  fusce at condimentum erat accumsan vel et tellus lorem ac vestibulum erat non pretium at in amet et id odio ultrices vivamus lorem arcu pellentesque porta tempus lobortis posuere elit lacus cras ut dignissim sed dui laoreet ante orci in faucibus est laoreet lacinia ut libero lectus libero placerat dui faucibus quis  quam sodales nisi consectetur ultrices tristique ultrices feugiat ante tristique et a aliquam vitae sed pharetra et donec duis mauris"	"Baby born to rh1978.  "	"Pen observed at two different times during day.  20 minutes in the morning and 65 minutes in the afternoon.  Mom and baby doing well. Baby observed nursing. Other animals mostly keeping to opposite side of them.  r07005 spends the most time with rh1978, however, rh1978 does threaten her if she moves within close proximity. Observed r10087 attempt to approach rh1978 and vocalize with her.  Observed r08021 mounting r07004 several times.  Both 08 males were observed grooming r07004.  All animals observed eating both chow and enrichment.  r08014 was removed for veterinary assessment and was returned without need for trauma repair. No aggression beyond threats from rh1978 were observed.
"	""	""	"Continue to monitor and discuss with veterinary staff."	""	""	""
""	""	"e97efced-bf92-102e-a7c4-48cf881ba38a"	""	""	"2011-09-09 14:30:00.0"	"Completed"	"test3844307"	"mrosga"	"est dis fermentum pulvinar posuere nunc metus sagittis quisque etiam interdum quam porttitor nisi sapien duis litora ut sem at feugiat amet nunc fames magna posuere leo lacus pretium mi integer vivamus at leo metus aptent augue dignissim turpis egestas purus eros sed sed laoreet odio primis imperdiet quam imperdiet sed bibendum nullam porttitor amet sed eu purus suspendisse mauris bibendum ultricies et donec orci ultricies suscipit eget leo vel gravida orci pellentesque ultricies nullam nullam lacus bibendum eget integer non morbi a tortor nunc tristique orci ut pellentesque eget aliquam maecenas ornare amet felis porta tortor eget nunc"	"Pen observed each afternoon. Not much interest by any of the animals in the new baby. 07 females will sit on the same shelf with rh1978 and r11063 for brief periods of time. 08 males observed sitting in proximity as well. Grooming behaviors observed between 07's and rh1978, and between 08's and 07's.  r08021 has been observed mounting both r07004 and r07005.  r07005 follows r08021 regularly. rh1978 was coming down to take treats by the end of the week. Wounds on r08014 are healing, and no new wounds have occurred.  No aggression observed."	""	""	""	"Continue to monitor.  Plan next week to weigh animals and vet staff will process infant."	""	""	""
""	""	"8dfe6ed0-c1fe-102e-8bf4-48cf881b7eb6"	""	""	"2011-09-15 15:05:00.0"	"Completed"	"test3844307"	"mrosga"	"amet sit eros metus nunc consectetur accumsan convallis mauris leo viverra ut mauris malesuada elit pulvinar amet id eu quis magna integer justo elit curabitur quisque ornare in quis sed non mattis maecenas fusce justo et porttitor aliquam amet ante nec id luctus massa vitae vestibulum metus ut et non nisi pretium ligula tortor hendrerit sit fringilla commodo aliquam sem senectus suscipit tortor condimentum sed arcu quisque tristique praesent dolor risus ut lectus non vestibulum convallis lacus auctor id nisl erat nunc"	"Pen observed Monday through Thursday."	"All animals doing well with new baby present. No over aggression from rh1978 if other animals approach. 07 females approach her often, along with 08 males and r10087.  r08014's wounds are healing nicely, although on Wednesday the wound on the R elbow had been opened up a bit and he did have a few new minor wounds on his tail. Pen was weighed this week, and baby was processed.  Animals were all easily removed and returned to pen without incident. "	""	""	"Continue to monitor."	""	""	""
"2010-05-24 14:29:42.0"	"dignissim est risus sit urna ac lectus posuere morbi dui non viverra varius"	""	""	""	"2007-07-23 09:44:00.0"	"Completed"	"test2312318"	""	""	""	""	"803932"	""	""	""	""	""
"2010-05-24 14:29:42.0"	""	""	""	""	"2008-12-08 11:00:00.0"	"Completed"	"test2312318"	""	"auctor tristique ac venenatis  sodales faucibus ut cursus eget elit hendrerit metus consequat lacus pretium etiam imperdiet pellentesque enim vel suscipit nec sed mauris lobortis"	"Animal reported for pacing."	"Animal assessed by behavioral staff.  Animal did not pace.  Animal's health appears stable."	"803932"	""	"No intervention needed at this time.  CD/ng"	""	""	""
"2010-05-24 14:29:42.0"	""	""	""	""	"2009-08-27 14:00:00.0"	"Completed"	"test2312318"	""	"senectus dui mauris facilisi euismod eros aliquam tellus sociosqu tellus  ut est sed sit rutrum vitae facilisi venenatis curabitur purus dui quam egestas vitae velit nunc sed donec consectetur dapibus odio in metus"	"Animal reported by carestaff for SIB."	"Animal assessed by behavioral staff. Animal did not exhibit SIB, no visible wounds."	"803932"	""	"No intervention at this time. Will re-evaluate if reports of SIB continue. NT"	""	""	""
"2010-05-24 14:29:42.0"	"vehicula bibendum ornare lobortis quis"	""	""	""	"2007-07-23 11:16:00.0"	"Completed"	"test1993532"	""	""	""	""	"803932"	""	""	""	""	""
"2010-05-24 14:29:42.0"	"suspendisse nascetur vitae eu gravida faucibus sollicitudin ut facilisis vitae lectus nec pretium conubia justo posuere tellus nibh ligula tristique dictum inceptos sit molestie et dolor"	""	""	""	"2007-09-14 12:45:00.0"	"Completed"	"test1993532"	""	""	""	""	""	""	""	""	""	""
"2010-05-24 14:29:42.0"	"quam primis sollicitudin a augue vitae ornare mattis tempus feugiat velit metus molestie donec eget tincidunt sed nam posuere faucibus magnis laoreet id"	""	""	""	"2007-09-17 11:15:00.0"	"Completed"	"test1993532"	""	""	""	""	""	""	""	""	""	""
"2010-05-24 14:29:42.0"	"bibendum aenean scelerisque non ornare pellentesque lacus fusce a accumsan odio sed cras donec risus non lacinia molestie morbi venenatis eget feugiat sem mauris"	""	""	""	"2007-09-18 10:25:00.0"	"Completed"	"test1993532"	""	""	""	""	""	""	""	""	""	""
"2010-05-24 14:29:42.0"	"pulvinar nisi massa aliquam elit ut augue donec neque porttitor non a sem ac rutrum"	""	""	""	"2007-09-19 10:20:00.0"	"Completed"	"test1993532"	""	""	""	""	""	""	""	""	""	""
"2010-05-24 14:29:42.0"	"scelerisque"	""	""	""	"2010-01-19 11:40:00.0"	"Completed"	"test1993532"	""	"congue phasellus purus id ornare aliquam consectetur sapien et dapibus vel diam bibendum risus non interdum adipiscing volutpat posuere donec est vel at a pellentesque ac rutrum arcu nunc nunc sed id tortor cum massa vehicula dolor auctor gravida elit libero lectus id amet tempor non dictum elementum elit sodales quis velit"	"gradual pair test between r07021 and rh2057; test #1, 30 minutes; conclusion: compatible; shared food: no; aggression: no; affiliation: yes; r07021 immediately approached rh2057 upon panel removal, both maintained good proximity and shared perch, r07021 did not take treats in home cage nor in pair testing cage. NT"	""	"803932"	""	""	""	""	""
"2010-05-24 14:29:42.0"	"interdum"	""	""	""	"2010-01-20 13:00:00.0"	"Completed"	"test1993532"	""	"per lorem sagittis non ut hendrerit libero sagittis dui in ante tellus nunc eu quam enim pellentesque maecenas mauris vitae tincidunt ultricies erat sociosqu arcu dolor aliquet pretium ligula lectus pellentesque ultrices amet adipiscing pretium ut facilisis donec sodales aliquam quisque"	"gradual pair test between r07021 and rh2057; test #2, 1 hour; conclusion: successfully paired; shared food: yes; aggression: no; affiliation: yes; animals maintained good proximity, shared perch and treats, no aggression observed, r07021 did not exhibit any abnormal behaviors. NT"	""	"803932"	""	""	""	""	""
"2011-03-23 15:19:39.0"	"metus"	""	""	""	"2011-03-23 10:30:00.0"	"Completed"	"test1993532"	""	"suspendisse a lacus velit lacinia sit nullam quam in consectetur faucibus neque et sapien neque est congue elit nec purus"	"Placed in protected contact with rh2057 due to aggression from r07021. Plan on finding more suitable partners. NT"	""	"803932"	""	""	""	""	""
"2011-05-23 09:35:18.0"	"gravida"	""	""	""	"2011-05-04 12:00:00.0"	"Completed"	"test1993532"	""	"interdum enim sodales duis posuere non mi dolor eget pretium netus tempus nisi parturient massa lorem felis luctus sit nec dolor proin ornare enim nunc etiam ante elementum nec sed pharetra felis sit ultrices elementum massa mattis morbi"	"protected contact pair test between rh2057 and r06014; test #1, 40 minutes; conclusion: left protected contact panel in; aggression: no; affiliation: yes; both sitting by mesh not a lot of interaction but no aggression observed. NT"	""	"803932"	""	""	""	""	""
